起始城市	到达城市	公司			航班号	起飞时间戳		到达时间戳		价格	最大折扣	满载	当前人数		
郑州	武汉	东星航空有限公司		8C8205	201712131250	201712131335	1627	0.2	210	205	
郑州	武夷山	中国南方航空(集团)公司	CZ6231	201711230825	201711231000	2965	0.3	200	190	
郑州	义乌	中国南方航空(集团)公司	CZ6476	201712231450	201712231620	2358	0.4	160	151	
郑州	银川	中国国际航空公司		CA4799	201711161105	201711161250	1434	0.4	150	147	
郑州	长春	中国南方航空(集团)公司	CZ6343	201712271120	201712271340	3492	0.3	270	266	
郑州	长春	四川航空股份有限公司		3U8857	201712231600	201712231805	3027	0.1	160	150	
郑州	长沙	中国南方航空(集团)公司	CZ3391	201711030800	201711030910	2715	0.2	240	232	
郑州	长沙	中国南方航空(集团)公司	CZ3619	201711161405	201711161525	2749	0.2	270	266	
郑州	长沙	中国南方航空(集团)公司	CZ3944	201712271540	201712271650	2018	0.1	270	266	
长春	包头	中国南方航空(集团)公司	CZ6465	201711300900	201711301100	3302	0	220	217	
长春	包头	中国南方航空(集团)公司	CZ6239	201712030900	201712031100	3497	0.2	190	184	
长春	北京	中国南方航空(集团)公司	CZ6143	201711250750	201711250940	2699	0.23	100	96	
长春	北京	中国国际航空公司		CA1662	201712070800	201712070950	3032	0.1	280	271	
长春	北京	中国南方航空(集团)公司	CZ6145	201712050840	201712051025	3176	0.4	290	287	
长春	北京	中国国际航空公司		CA1610	201711291045	201711291235	2288	0.4	250	247	
长春	北京	中国国际航空公司		CA1650	201711161210	201711161350	1919	0.3	270	261	
长春	北京	中国国际航空公司		CA1664	201712011445	201712011635	1695	0.4	180	173	
长春	北京	中国南方航空(集团)公司	CZ6149	201711211600	201711211800	3157	0.5	280	277	
长春	北京	中国国际航空公司		CA1630	201711191810	201711191955	2300	0.1	290	281	
长春	北京	中国南方航空(集团)公司	CZ6141	201711231830	201711232000	2904	0.33	160	153	
长春	北京	中国南方航空(集团)公司	CZ6179	201712182020	201712182215	2547	0.1	250	242	
长春	北京	中国国际航空公司		CA1648	201712082130	201712082325	1400	0.1	220	211	
长春	成都	中国南方航空(集团)公司	CZ6441	201712290825	201712291400	1876	0.5	260	251	
长春	成都	中国国际航空公司		CA4190	201711161230	201711161610	3542	0	270	265	
长春	成都	四川航空股份有限公司		3U8878	201711101325	201711101800	3158	0.2	250	243	
长春	成都	四川航空股份有限公司		3U8858	201711301850	201711302345	2517	0.4	130	127	
长春	重庆	中国南方航空(集团)公司	CZ6459	201712210830	201712211155	1579	0.2	220	213	
长春	重庆	中国国际航空公司		CA4768	201711091330	201711091825	1649	0.1	140	136	
长春	重庆	四川航空股份有限公司		3U8828	201712281405	201712281900	2021	0.2	280	273	
长春	大连	中国南方航空(集团)公司	CZ637	201712250740	201712250855	2254	0.1	100	91	
长春	大连	中国南方航空(集团)公司	CZ6652	201712011320	201712011440	2901	0.4	250	243	
长春	广州	中国南方航空(集团)公司	CZ6341	201711050800	201711051340	2713	0.48	270	260	
长春	广州	中国南方航空(集团)公司	CZ633	201712251100	201712251500	2903	0.01	210	200	
长春	广州	中国南方航空(集团)公司	CZ3606	201711111800	201711112210	3303	0.5	190	180	
长春	海口	中国国际航空公司		CA4648	201711261335	201711261950	1603	0.1	260	255	
长春	杭州	中国南方航空(集团)公司	CZ6341	201712230800	201712231035	3039	0.1	280	271	
长春	济南	中国南方航空(集团)公司	CZ6441	201711100825	201711101035	2499	0.21	260	250	
长春	济南	中国国际航空公司		CA4768	201712241330	201712241530	3160	0.2	190	187	
长春	济南	中国南方航空(集团)公司	CZ3742	201711071340	201711071535	2966	0.1	150	143	
长春	昆明	中国南方航空(集团)公司	CZ6459	201712200830	201712201420	2353	0.4	160	154	
长春	昆明	中国南方航空(集团)公司	CZ6465	201712030900	201712031515	3294	0.14	200	195	
长春	昆明	中国南方航空(集团)公司	CZ6239	201711170900	201711171515	1788	0.3	250	244	
长春	昆明	中国南方航空(集团)公司	CZ6344	201710311430	201710312010	3212	0.2	300	290	
长春	南京	中国南方航空(集团)公司	CZ6545	201712111430	201712111700	2268	0.4	250	247	
长春	青岛	中国南方航空(集团)公司	CZ6357	201712080920	201712081105	2916	0.1	120	115	
长春	青岛	中国国际航空公司		CA4648	201711241335	201711241515	3224	0.4	220	211	
长春	青岛	中国南方航空(集团)公司	CZ6569	201711121440	201711121610	3047	0.1	290	282	
长春	青岛	中国国际航空公司		CA4956	201711151635	201711151820	2576	0.19	170	166	
长春	厦门	中国南方航空(集团)公司	CZ6545	201711151430	201711151925	2551	0.2	130	124	
长春	厦门	中国国际航空公司		CA4956	201712221635	201712222130	2281	0.3	280	274	
长春	上海	中国南方航空(集团)公司	CZ6543	201712300745	201712301015	3173	0.5	220	215	
长春	上海	中国南方航空(集团)公司	CZ6541	201711131420	201711131650	2046	0.5	150	142	
长春	上海	中国南方航空(集团)公司	CZ6553	201711051635	201711051855	1204	0.4	280	270	
长春	深圳	中国南方航空(集团)公司	CZ6357	201711130920	201711131450	2672	0.1	290	280	
长春	深圳	中国南方航空(集团)公司	CZ3678	201712161310	201712161730	2602	0.1	160	153	
长春	深圳	中国南方航空(集团)公司	CZ3722	201711081800	201711082320	3002	0.4	270	267	
长春	石家庄	四川航空股份有限公司		3U8878	201711151325	201711151455	3819	0.3	180	172	
长春	天津	中国南方航空(集团)公司	CZ3722	201712101800	201712101925	3046	0.3	290	281	
长春	西安	中国南方航空(集团)公司	CZ6569	201712261440	201712261900	3137	0	270	263	
长春	西安	中国南方航空(集团)公司	CZ6253	201711221750	201711222110	2983	0.32	300	296	
长春	延吉	中国南方航空(集团)公司	CZ6254	201712170110	201712170155	1688	0.2	160	152	
长春	延吉	中国南方航空(集团)公司	CZ3605	201712181435	201712181525	1838	0.3	270	261	
长春	长沙	中国南方航空(集团)公司	CZ6465	201711030800	201711031105	2562	0.3	260	252	
长春	长沙	中国南方航空(集团)公司	CZ6724	201712140800	201712141240	2738	0.3	100	95	
长春	长沙	中国南方航空(集团)公司	CZ3742	201712151340	201712151820	2874	0.5	280	275	
长春	郑州	中国南方航空(集团)公司	CZ6344	201712301430	201712301640	2269	0	220	216	
长春	郑州	四川航空股份有限公司		3U8858	201712261850	201712262105	2453	0.2	250	244	
赤峰	北京	中国国际航空公司		CA1282	201712182000	201712182110	2148	0.29	240	235	
赤峰	呼和浩特	中国国际航空公司		CA1240	201712281600	201712281710	3325	0.3	230	227	
长治	北京	中国南方航空(集团)公司	CZ6700	201712270940	201712271050	2760	0.2	110	100	
长治	成都	中国国际航空公司		CA4180	201711302130	201711302330	1456	0.4	110	102	
长治	大同	中国南方航空(集团)公司	CZ3705	201712261535	201712261630	3607	0.3	290	282	
长治	广州	中国南方航空(集团)公司	CZ3706	201712051850	201712052105	2792	0.3	110	100	
重庆	 腾冲	中国南方航空(集团)公司	CZ8169	201711161210	201711161350	2393	0.48	160	151	
重庆	北海	鹰联航空公司		EU2718	201711031210	201711031340	3281	0.5	280	270	
重庆	北京	上海航空公司		FM2286	201711101935	201711102135	2025	0.3	200	190	
重庆	北京	四川航空股份有限公司		3U8829	201711140720	201711140940	3138	0.3	240	234	
重庆	北京	中国国际航空公司		CA4129	201712110800	201712111030	3630	0.11	200	195	
重庆	北京	中国国际航空公司		CA4137	201711180900	201711181130	2223	0.2	280	271	
重庆	北京	中国国际航空公司		CA1420	201711131100	201711131330	2217	0	250	246	
重庆	北京	中国南方航空(集团)公司	CZ3184	201712251150	201712251430	3044	0.38	150	141	
重庆	北京	四川航空股份有限公司		3U8831	201712021255	201712021510	2516	0.1	300	293	
重庆	北京	中国国际航空公司		CA1430	201710311300	201710311530	2952	0.38	170	163	
重庆	北京	中国国际航空公司		CA4141	201710311400	201710311630	3777	0.2	100	97	
重庆	北京	中国南方航空(集团)公司	CZ8105	201711041405	201711041620	2176	0.1	270	265	
重庆	北京	中国国际航空公司		CA4139	201712161500	201712161730	3065	0.1	190	181	
重庆	北京	中国国际航空公司		CA4135	201711221600	201711221830	2894	0.5	300	292	
重庆	北京	中国国际航空公司		CA1440	201711301700	201711301930	1816	0.1	290	280	
重庆	北京	中国国际航空公司		CA1412	201711291800	201711292030	2779	0.2	240	234	
重庆	北京	四川航空股份有限公司		3U8833	201711111820	201711112040	2077	0.5	100	92	
重庆	北京	中国国际航空公司		CA1410	201711221900	201711222130	3666	0.28	150	140	
重庆	大连	中国南方航空(集团)公司	CZ6580	201712251410	201712251820	3608	0.4	240	230	
重庆	鄂尔多斯	四川航空股份有限公司		3U8869	201712010910	201712011240	3429	0.3	170	166	
重庆	福州	四川航空股份有限公司		3U8959	201711150800	201711151135	3223	0.1	290	280	
重庆	广州	四川航空股份有限公司		3U8741	201711170750	201711170935	3127	0.3	200	196	
重庆	广州	中国南方航空(集团)公司	CZ3416	201712210805	201712210940	2171	0	180	170	
重庆	广州	中国国际航空公司		CA4319	201712240805	201712240945	3095	0.4	160	150	
重庆	广州	中国南方航空(集团)公司	CZ8113	201712211210	201712211400	2261	0.4	150	142	
重庆	广州	中国国际航空公司		CA4349	201711231335	201711231520	1640	0.2	270	262	
重庆	广州	四川航空股份有限公司		3U8745	201711281340	201711281525	1196	0	200	196	
重庆	广州	中国南方航空(集团)公司	CZ3406	201711151350	201711151535	2998	0.25	280	274	
重庆	广州	中国南方航空(集团)公司	CZ3950	201711261540	201711261735	3005	0.3	130	123	
重庆	广州	中国南方航空(集团)公司	CZ3426	201711131630	201711131805	3294	0.2	240	235	
重庆	广州	中国国际航空公司		CA4341	201711301645	201711301830	3742	0.1	230	223	
重庆	广州	中国南方航空(集团)公司	CZ3464	201712081730	201712081910	3090	0.2	180	174	
重庆	广州	四川航空股份有限公司		3U8794	201711161740	201711161925	3328	0.2	100	90	
重庆	广州	四川航空股份有限公司		3U8747	201712091850	201712092035	2674	0.3	180	171	
重庆	广州	中国国际航空公司		CA4353	201711262000	201711262140	3694	0.2	120	113	
重庆	广州	中国南方航空(集团)公司	CZ3486	201711262110	201711262245	2426	0.23	170	165	
重庆	贵阳	中国南方航空(集团)公司	CZ3475	201711011035	201711011125	3107	0.3	270	263	
重庆	桂林	中国南方航空(集团)公司	CZ3860	201711241220	201711241325	2731	0.29	120	116	
重庆	桂林	中国南方航空(集团)公司	CZ8125	201712041455	201712041555	2590	0.4	110	105	
重庆	哈尔滨	中国国际航空公司		CA4761	201711160805	201711161300	3115	0.3	140	136	
重庆	哈尔滨	四川航空股份有限公司		3U8839	201712060815	201712061320	2634	0.1	190	185	
重庆	杭州	中国南方航空(集团)公司	CZ3437	201711040815	201711041055	2498	0.2	170	164	
重庆	杭州	中国国际航空公司		CA1760	201712231105	201712231255	1429	0.1	230	221	
重庆	杭州	四川航空股份有限公司		3U8822	201712101605	201712101755	2600	0.4	300	290	
重庆	杭州	中国国际航空公司		CA1762	201712051655	201712051845	2378	0.2	200	194	
重庆	杭州	中国国际航空公司		CA1770	201712032125	201712032315	1803	0	260	255	
重庆	呼和浩特	四川航空股份有限公司		3U8875	201711031150	201711031510	2812	0.42	160	157	
重庆	济南	中国国际航空公司		CA4761	201711040805	201711041005	3416	0.5	200	196	
重庆	济南	中国国际航空公司		CA4767	201712090805	201712091005	1837	0.2	140	132	
重庆	济南	中国国际航空公司		CA1198	201712251440	201712251630	2417	0.3	190	181	
重庆	济南	四川航空股份有限公司		3U8947	201711261615	201711261810	2681	0.5	290	286	
重庆	景洪	中国南方航空(集团)公司	CZ8137	201711130745	201711130915	1698	0.32	120	114	
重庆	景洪	中国南方航空(集团)公司	CZ8137	201712280745	201712280915	3395	0.2	250	244	
重庆	九寨沟	中国国际航空公司		CA4217	201712111030	201712111130	2347	0.3	250	243	
重庆	九寨沟	中国南方航空(集团)公司	CZ3949	201712241150	201712241300	2501	0.1	300	295	
重庆	昆明	中国南方航空(集团)公司	CZ8121	201712300750	201712300905	3393	0.5	120	116	
重庆	昆明	中国国际航空公司		CA1197	201711121040	201711121150	3041	0.1	300	291	
重庆	昆明	中国南方航空(集团)公司	CZ6459	201711051300	201711051420	2794	0.2	190	181	
重庆	昆明	四川航空股份有限公司		3U8722	201712091335	201712091445	1359	0.43	240	237	
重庆	昆明	中国南方航空(集团)公司	CZ6949	201712111345	201712111505	3271	0.3	160	156	
重庆	昆明	中国南方航空(集团)公司	CZ6403	201712091500	201712091610	1880	0.1	140	130	
重庆	昆明	海航集团祥鹏航空公司		8L9918	201711031600	201711031705	2869	0.2	300	295	
重庆	昆明	中国国际航空公司		CA4437	201710312050	201710312200	3289	0.3	280	272	
重庆	昆明	四川航空股份有限公司		3U8669	201712142055	201712142210	1897	0.3	160	150	
重庆	昆明	四川航空股份有限公司		3U8948	201712212135	201712212240	3405	0.2	120	111	
重庆	拉萨	中国南方航空(集团)公司	CZ3463	201711051040	201711051315	1539	0.42	260	254	
重庆	拉萨	中国国际航空公司		CA4420	201712281530	201712281750	3143	0.1	220	214	
重庆	丽江	中国南方航空(集团)公司	CZ8163	201711242030	201711242150	2989	0.1	100	92	
重庆	南昌	四川航空股份有限公司		3U8959	201712030800	201712030940	2086	0.3	200	195	
重庆	南京	中国南方航空(集团)公司	CZ8119	201712240755	201712241005	2002	0.4	120	117	
重庆	南京	四川航空股份有限公司		3U8839	201712040815	201712040955	1696	0.3	220	216	
重庆	南京	中国国际航空公司		CA4557	201712271505	201712271645	1721	0.35	110	105	
重庆	南京	中国南方航空(集团)公司	CZ3427	201712241630	201712241930	2048	0.3	280	272	
重庆	南宁	中国南方航空(集团)公司	CZ6037	201712211450	201712211625	3818	0	100	91	
重庆	南宁	中国南方航空(集团)公司	CZ6308	201712251520	201712251640	2053	0.4	250	246	
重庆	南宁	中国南方航空(集团)公司	CZ3479	201711301800	201711301920	2757	0.3	280	271	
重庆	宁波	四川航空股份有限公司		3U8983	201711091800	201711091955	3678	0.1	270	266	
重庆	青岛	中国国际航空公司		CA4640	201711291950	201711292315	2495	0	190	185	
重庆	三亚	中国南方航空(集团)公司	CZ8111	201712031810	201712032010	2166	0.1	200	191	
重庆	三亚	四川航空股份有限公司		3U8715	201711041915	201711042115	2146	0.2	130	125	
重庆	厦门	中国国际航空公司		CA4123	201712200830	201712201030	2560	0.4	270	263	
重庆	厦门	四川航空股份有限公司		3U8951	201712131430	201712131735	2576	0.34	190	180	
重庆	厦门	中国南方航空(集团)公司	CZ8125	201712101455	201712101805	2808	0.4	290	287	
重庆	汕头	中国南方航空(集团)公司	CZ3860	201712151220	201712151525	2468	0.1	140	135	
重庆	上海	中国国际航空公司		CA405	201711070730	201711070930	2537	0.2	270	265	
重庆	上海	四川航空股份有限公司		3U8971	201712190740	201712190935	2561	0.2	260	254	
重庆	上海	上海航空公司		FM5420	201711060800	201711061000	2993	0.3	260	253	
重庆	上海	中国南方航空(集团)公司	CZ5420	201711260800	201711261000	3275	0.5	190	180	
重庆	上海	中国南方航空(集团)公司	CZ8101	201712190840	201712191050	3145	0	180	170	
重庆	上海	上海航空公司		FM5424	201712301255	201712301500	3537	0.1	300	293	
重庆	上海	中国南方航空(集团)公司	CZ5424	201711261255	201711261500	2137	0	160	153	
重庆	上海	中国国际航空公司		CA157	201712121350	201712121550	1722	0.1	300	290	
重庆	上海	四川航空股份有限公司		3U8973	201711181415	201711181610	2434	0.2	150	146	
重庆	上海	上海航空公司		FM5422	201711141425	201711141625	1981	0.1	190	181	
重庆	上海	中国南方航空(集团)公司	CZ5422	201711161425	201711161625	2785	0.1	160	155	
重庆	上海	中国国际航空公司		CA4541	201711111610	201711111810	1902	0.35	200	196	
重庆	上海	四川航空股份有限公司		3U8975	201712081725	201712081920	1822	0.4	300	297	
重庆	上海	上海航空公司		FM5428	201712212030	201712212230	2492	0.4	200	193	
重庆	上海	中国南方航空(集团)公司	CZ5528	201712042030	201712042230	2364	0.31	170	165	
重庆	深圳	四川航空股份有限公司		3U8781	201711120730	201711120920	1622	0.42	230	226	
重庆	深圳	中国国际航空公司		CA4369	201712110755	201712110935	1566	0.4	110	107	
重庆	深圳	中国国际航空公司		CA4343	201710310850	201710311045	1793	0.4	300	296	
重庆	深圳	中国南方航空(集团)公司	CZ3466	201712011130	201712011310	2043	0.2	150	143	
重庆	深圳	四川航空股份有限公司		3U8783	201711071315	201711071455	1842	0.1	170	166	
重庆	深圳	中国国际航空公司		CA4347	201710311405	201710311550	1433	0.4	190	183	
重庆	深圳	中国南方航空(集团)公司	CZ3456	201711121710	201711121840	2735	0.3	160	153	
重庆	深圳	中国国际航空公司		CA4345	201712071920	201712072120	2273	0.2	240	233	
重庆	深圳	四川航空股份有限公司		3U8787	201711141940	201711142120	2970	0.4	170	162	
重庆	深圳	中国南方航空(集团)公司	CZ3318	201711242115	201711242305	1946	0.1	220	213	
重庆	沈阳	中国南方航空(集团)公司	CZ6404	201711241900	201711242200	2903	0.1	160	152	
重庆	石家庄	四川航空股份有限公司		3U8869	201712160910	201712161105	2236	0	200	196	
重庆	石家庄	四川航空股份有限公司		3U8879	201710311100	201710311410	2715	0.1	270	260	
重庆	太原	中国南方航空(集团)公司	CZ6307	201711011010	201711011155	3293	0.1	160	157	
重庆	太原	中国南方航空(集团)公司	CZ6580	201712261410	201712261600	1593	0.4	210	206	
重庆	太原	奥凯航空			BK2854	201711271855	201711271955	2255	0.04	200	197	
重庆	天津	奥凯航空			BK2854	201712081855	201712082145	3131	0.2	150	145	
重庆	温州	四川航空股份有限公司		3U8935	201712290740	201712290940	2465	0	120	116	
重庆	温州	中国南方航空(集团)公司	CZ8109	201712101455	201712101755	3304	0.1	100	92	
重庆	乌鲁木齐	中国南方航空(集团)公司	CZ6950	201711091755	201711092200	2028	0.5	270	262	
重庆	乌鲁木齐	中国南方航空(集团)公司	CZ6038	201712012015	201712010015	2560	0.1	220	215	
重庆	武汉	中国南方航空(集团)公司	CZ3437	201711150815	201711150920	1866	0.2	170	163	
重庆	武汉	中国南方航空(集团)公司	CZ3427	201712261630	201712261740	1192	0.2	280	275	
重庆	武汉	中国南方航空(集团)公司	CZ8153	201711141800	201711141855	3809	0	130	122	
重庆	武汉	中国国际航空公司		CA4640	201712031950	201712032055	2937	0.33	240	235	
重庆	武汉	中国南方航空(集团)公司	CZ3446	201712242110	201712242220	1809	0.2	200	190	
重庆	西安	四川航空股份有限公司		3U8805	201712211410	201712211520	1927	0.5	270	262	
重庆	西宁	四川航空股份有限公司		3U8821	201712291130	201712291300	2551	0	250	246	
重庆	徐州	四川航空股份有限公司		3U8827	201711040830	201711041040	2794	0.36	150	145	
重庆	宜昌	四川航空股份有限公司		3U8721	201711150955	201711151055	2560	0.5	180	172	
重庆	银川	四川航空股份有限公司		3U8793	201712261305	201712261435	1855	0.15	190	186	
重庆	长春	中国国际航空公司		CA4767	201712040805	201712041240	2606	0.44	130	124	
重庆	长春	四川航空股份有限公司		3U8827	201711250830	201711251320	1302	0.1	270	260	
重庆	长春	中国南方航空(集团)公司	CZ6460	201712161755	201712162120	1922	0.1	110	107	
重庆	长沙	四川航空股份有限公司		3U8951	201712101430	201712101530	1865	0.3	240	236	
重庆	长沙	中国南方航空(集团)公司	CZ8109	201711051455	201711051550	2461	0.1	230	226	
重庆	郑州	四川航空股份有限公司		3U8775	201712240820	201712240950	2134	0.2	120	114	
重庆	郑州	四川航空股份有限公司		3U8879	201711081100	201711081230	2205	0.4	230	222	
重庆	郑州	四川航空股份有限公司		3U8875	201711021150	201711021320	1790	0.1	200	191	
重庆	郑州	中国南方航空(集团)公司	CZ3476	201711161340	201711161510	3425	0.3	180	170	
重庆	郑州	中国南方航空(集团)公司	CZ3480	201711052210	201711052345	3050	0.5	230	224	
长沙	北海	中国南方航空(集团)公司	CZ3619	201711061610	201711061740	2524	0	160	155	
长沙	北海	中国南方航空(集团)公司	CZ3148	201711282305	201711280040	2068	0	120	110	
长沙	北海	中国南方航空(集团)公司	CZ2889	201711072305	201711070040	3701	0.2	250	242	
长沙	北京	上海航空公司		FM2258	201711071410	201711071600	2819	0.4	160	151	
长沙	北京	中国南方航空(集团)公司	CZ3123	201712140750	201712140955	3005	0.3	140	133	
长沙	北京	中国南方航空(集团)公司	CZ3147	201711181020	201711181235	3211	0	280	275	
长沙	北京	中国南方航空(集团)公司	CZ3633	201711131020	201711131235	3617	0	190	187	
长沙	北京	中国国际航空公司		CA1344	201712171145	201712171400	2991	0.35	130	122	
长沙	北京	中国南方航空(集团)公司	CZ3753	201711261150	201711261350	2018	0	280	277	
长沙	北京	中国南方航空(集团)公司	CZ3141	201710311355	201710311555	2965	0.2	160	153	
长沙	北京	中国国际航空公司		CA1350	201711191440	201711191650	2616	0.3	260	256	
长沙	北京	中国南方航空(集团)公司	CZ3145	201712101620	201712101835	2697	0.1	240	231	
长沙	北京	中国南方航空(集团)公司	CZ3127	201711041810	201711042020	2070	0.2	170	166	
长沙	北京	中国国际航空公司		CA1364	201712302015	201712302230	3105	0.3	190	182	
长沙	成都	中国南方航空(集团)公司	CZ3461	201711071405	201711071550	2239	0.4	240	235	
长沙	成都	四川航空股份有限公司		3U8998	201712191505	201712191650	1945	0.3	150	141	
长沙	成都	中国南方航空(集团)公司	CZ3865	201712131845	201712132010	1821	0.3	160	154	
长沙	成都	鹰联航空公司		EU2206	201711052110	201711052255	1393	0.39	260	252	
长沙	成都	中国国际航空公司		CA4578	201711202145	201711202340	1891	0	280	273	
长沙	重庆	四川航空股份有限公司		3U8952	201712272025	201712272135	3026	0	130	120	
长沙	重庆	中国南方航空(集团)公司	CZ8110	201712302050	201712302200	2764	0.5	210	200	
长沙	大连	中国南方航空(集团)公司	CZ3943	201712110840	201712111210	2968	0.3	300	294	
长沙	大连	中国南方航空(集团)公司	CZ3985	201712021150	201712021530	2868	0	250	246	
长沙	大连	中国南方航空(集团)公司	CZ3760	201712022040	201712020035	2687	0.5	240	236	
长沙	福州	四川航空股份有限公司		3U8997	201711161110	201711161220	2010	0.2	140	135	
长沙	广州	中国南方航空(集团)公司	CZ3375	201711260800	201711260915	1796	0.4	150	143	
长沙	广州	中国南方航空(集团)公司	CZ3391	201711121000	201711121100	3664	0.1	210	200	
长沙	广州	中国南方航空(集团)公司	CZ3910	201711031100	201711031205	2985	0.3	220	214	
长沙	广州	中国南方航空(集团)公司	CZ3374	201711151300	201711151410	3374	0.43	220	217	
长沙	广州	中国南方航空(集团)公司	CZ3379	201711111420	201711111530	2510	0.48	300	294	
长沙	广州	中国南方航空(集团)公司	CZ3387	201712221700	201712221825	2264	0.2	210	203	
长沙	广州	中国南方航空(集团)公司	CZ3166	201712192000	201712192110	2647	0.2	280	277	
长沙	广州	中国南方航空(集团)公司	CZ3982	201711042100	201711042210	2863	0.2	100	97	
长沙	贵阳	中国南方航空(集团)公司	CZ3656	201712291355	201712291515	1973	0.3	250	246	
长沙	贵阳	中国国际航空公司		CA4967	201711261810	201711261915	1631	0.2	280	273	
长沙	贵阳	中国南方航空(集团)公司	CZ3792	201711301945	201711302100	2175	0.2	260	257	
长沙	贵阳	中国南方航空(集团)公司	CZ3782	201711111945	201711112110	3174	0	190	181	
长沙	哈尔滨	中国南方航空(集团)公司	CZ3941	201711071220	201711071700	2873	0.24	160	157	
长沙	哈尔滨	中国南方航空(集团)公司	CZ3125	201711291220	201711291700	1917	0.1	140	133	
长沙	哈尔滨	中国南方航空(集团)公司	CZ3744	201711171910	201711172230	2582	0	130	122	
长沙	海口	中国南方航空(集团)公司	CZ3371	201712081750	201712081940	3522	0.4	180	177	
长沙	海口	中国国际航空公司		CA1183	201711042050	201711042240	2413	0.1	120	110	
长沙	杭州	鹰联航空公司		EU2205	201711290955	201711291115	1659	0	260	253	
长沙	杭州	中国南方航空(集团)公司	CZ3639	201712271450	201712271605	2308	0.1	200	194	
长沙	杭州	中国国际航空公司		CA1764	201711021450	201711021610	1853	0.3	250	247	
长沙	杭州	中国南方航空(集团)公司	CZ3758	201711071845	201711072000	1734	0.5	150	144	
长沙	合肥	中国国际航空公司		CA4706	201712171205	201712171315	3575	0.1	180	171	
长沙	合肥	中国南方航空(集团)公司	CZ3941	201712301220	201712301330	3623	0.1	120	112	
长沙	合肥	中国南方航空(集团)公司	CZ3129	201712271220	201712271330	2001	0.41	300	291	
长沙	合肥	中国南方航空(集团)公司	CZ6723	201711061905	201711062010	2178	0.1	300	292	
长沙	怀化	中国南方航空(集团)公司	CZ3165	201711151705	201711151755	2155	0.5	300	295	
长沙	怀化	中国南方航空(集团)公司	CZ3634	201711052305	201711052350	1925	0.2	110	100	
长沙	济南	中国南方航空(集团)公司	CZ3741	201711020820	201711021005	1372	0.1	270	260	
长沙	济南	中国南方航空(集团)公司	CZ3791	201712011435	201712011620	1650	0.4	270	266	
长沙	济南	中国国际航空公司		CA1184	201712192310	201712190055	2763	0.3	130	126	
长沙	昆明	奥凯航空			BK2811	201711061555	201711061750	3565	0.2	230	226	
长沙	昆明	中国南方航空(集团)公司	CZ3867	201711061705	201711061845	3148	0.4	110	107	
长沙	昆明	中国南方航空(集团)公司	CZ3467	201711251820	201711252005	2094	0.4	160	153	
长沙	兰州	中国南方航空(集团)公司	CZ3223	201711130820	201711131150	2224	0.1	250	243	
长沙	南京	中国南方航空(集团)公司	CZ3655	201712060950	201712061100	2568	0.4	260	254	
长沙	南京	中国南方航空(集团)公司	CZ3985	201712171150	201712171310	2746	0.1	120	117	
长沙	南京	中国南方航空(集团)公司	CZ3659	201712101400	201712101510	1972	0.4	210	201	
长沙	南京	中国南方航空(集团)公司	CZ3760	201711092040	201711092200	2202	0.1	100	95	
长沙	南宁	中国国际航空公司		CA1763	201712161030	201712161145	2085	0.28	170	165	
长沙	南宁	中国南方航空(集团)公司	CZ3774	201712101530	201712101650	3501	0.5	150	144	
长沙	南宁	鹰联航空公司		EU2228	201712071815	201712071940	2555	0.1	160	152	
长沙	南宁	中国南方航空(集团)公司	CZ3757	201712112240	201712112355	1457	0.49	240	231	
长沙	青岛	中国南方航空(集团)公司	CZ3983	201712170820	201712171020	2778	0	290	280	
长沙	青岛	中国国际航空公司		CA4706	201711191205	201711191505	2980	0.14	230	226	
长沙	三亚	中国南方航空(集团)公司	CZ6845	201712260800	201712261100	2238	0.3	200	194	
长沙	三亚	中国南方航空(集团)公司	CZ6465	201711271155	201711271355	2305	0.3	180	175	
长沙	三亚	中国南方航空(集团)公司	CZ3640	201711301920	201711302130	2896	0.04	260	252	
长沙	厦门	四川航空股份有限公司		3U8951	201711171620	201711171735	3194	0.4	170	162	
长沙	厦门	中国国际航空公司		CA4968	201712192150	201712192305	3469	0	260	250	
长沙	汕头	中国南方航空(集团)公司	CZ3866	201711012325	201711010055	1713	0.2	170	166	
长沙	上海	上海航空公司		FM5358	201711241030	201711241155	2607	0.1	190	180	
长沙	上海	上海航空公司		FM5378	201711301225	201711301405	2426	0.36	270	265	
长沙	上海	中国南方航空(集团)公司	CZ3967	201711031255	201711031435	2869	0.3	140	130	
长沙	上海	上海航空公司		FM5362	201712051525	201712051705	2087	0.3	230	223	
长沙	上海	中国南方航空(集团)公司	CZ3969	201711031750	201711031920	3544	0.4	260	251	
长沙	上海	上海航空公司		FM5364	201711111900	201711112035	3066	0.2	220	214	
长沙	上海	上海航空公司		FM5360	201711232055	201711232225	2548	0.4	110	100	
长沙	上海	中国国际航空公司		CA3146	201712021455	201712021630	2822	0.4	270	260	
长沙	深圳	中国南方航空(集团)公司	CZ3389	201711200805	201711200920	1408	0.3	220	216	
长沙	深圳	中国南方航空(集团)公司	CZ3320	201711280950	201711281050	2422	0.5	130	124	
长沙	深圳	中国南方航空(集团)公司	CZ3775	201712011355	201712011525	3583	0.4	280	275	
长沙	深圳	中国南方航空(集团)公司	CZ3743	201712021445	201712021615	1587	0.3	120	112	
长沙	深圳	中国南方航空(集团)公司	CZ3998	201711051910	201711052005	3182	0.1	230	220	
